9.999994754326629876e-01,-6.542553427629065348e-05
9.997685414341564991e-01,-2.719816585400227759e-05
9.995338618053690727e-01,1.008046365212237694e-05
9.992955424648214402e-01,4.642853306054384291e-05
9.990536875595491528e-01,8.186396911683277509e-05
9.988083994843216518e-01,1.164044488819596031e-04
9.985597789007089053e-01,1.500674021039079080e-04
9.983079247559966118e-01,1.828700135722837209e-04
9.980529343019537425e-01,2.148292254564904580e-04
9.977949031134502045e-01,2.459617396270792535e-04
9.975339251069288427e-01,2.762840199609659987e-04
9.972700925587294485e-01,3.058122946298461606e-04
9.970034961232683290e-01,3.345625583725219928e-04
9.967342248510716596e-01,3.625505747511845287e-04
9.964623662066657284e-01,3.897918783911870529e-04
9.961880060863238517e-01,4.163017772050595306e-04
9.959112288356715137e-01,4.420953546006148641e-04
9.956321172671503961e-01,4.671874716729916099e-04
9.953507526773407443e-01,4.915927693810770828e-04
9.950672148641446224e-01,5.153256707082222140e-04
9.947815821438323880e-01,5.384003828074314466e-04
9.944939313679475035e-01,5.608308991309200091e-04
9.942043379400771208e-01,5.826310015444155412e-04
9.939128758324865531e-01,6.038142624260093520e-04
9.936196176026159677e-01,6.243940467497768052e-04
9.933246344094449620e-01,6.443835141544177175e-04
9.930279960297232478e-01,6.637956209965165891e-04
9.927297708740654425e-01,6.826431223891841040e-04
9.924300260029179643e-01,7.009385742254585407e-04
9.921288271423929217e-01,7.186943351872305923e-04
9.918262386999698865e-01,7.359225687390136402e-04
9.915223237800709910e-01,7.526352451075631316e-04
9.912171441995047960e-01,7.688441432466514925e-04
9.909107605027830390e-01,7.845608527873139740e-04
9.906032319773107053e-01,7.997967759736979198e-04
9.902946166684498674e-01,8.145631295850519179e-04
9.899849713944556262e-01,8.288709468427656480e-04
9.896743517612890395e-01,8.427310793037102923e-04
9.893628121773063722e-01,8.561541987395960987e-04
9.890504058678241117e-01,8.691507990018649535e-04
9.887371848895613047e-01,8.817311978732107281e-04
9.884232001449604343e-01,8.939055389049409229e-04
9.881085013963875063e-01,9.056837932406729174e-04
9.877931372802124521e-01,9.170757614263650445e-04
9.874771553207681851e-01,9.280910752068265808e-04
9.871606019441929725e-01,9.387391993086245754e-04
9.868435224921530136e-01,9.490294332094612473e-04
9.865259612354503327e-01,9.589709128945543993e-04
9.862079613875114337e-01,9.685726125992753528e-04
9.858895651177619346e-01,9.778433465389446168e-04
9.855708135648849622e-01,9.867917706253522599e-04
9.852517468499679687e-01,9.954263841703222832e-04
9.849324040895309773e-01,1.003755531576000287e-03
9.846128234084490227e-01,1.011787404012793375e-03
9.842930419527550212e-01,1.019530041083827141e-03
9.839730959023379464e-01,1.026991332477353693e-03
9.836530204835246538e-01,1.034179019605982290e-03
9.833328499815560120e-01,1.041100697233430811e-03
9.830126177529523446e-01,1.047763815088744279e-03
9.826923562377699595e-01,1.054175679468262114e-03
9.823720969717493201e-01,1.060343454825147646e-03
9.820518705983580787e-01,1.066274165346162411e-03
9.817317068807261959e-01,1.071974696516950730e-03
9.814116347134763663e-01,1.077451796674622859e-03
9.810916821344470851e-01,1.082712078548323008e-03
9.807718763363143522e-01,1.087762020788151729e-03
9.804522436781082373e-01,1.092607969481568372e-03
9.801328096966253067e-01,1.097256139658581804e-03
9.798135991177430171e-01,1.101712616784443965e-03
9.794946358676256404e-01,1.105983358241040618e-03
9.791759430838354872e-01,1.110074194796724714e-03
9.788575431263411009e-01,1.113990832064163262e-03
9.785394575884239776e-01,1.117738851946960526e-03
9.782217073074921387e-01,1.121323714074572717e-03
9.779043123757883427e-01,1.124750757226353768e-03
9.775872921510034841e-01,1.128025200743528302e-03
9.772706652667968452e-01,1.131152145930536821e-03
9.769544496432127634e-01,1.134136577444982887e-03
9.766386624970065933e-01,1.136983364676215271e-03
9.763233203518747461e-01,1.139697263113590006e-03
9.760084390485872508e-01,1.142282915702707777e-03
9.756940337550323861e-01,1.144744854191877877e-03
9.753801189761610591e-01,1.147087500466579830e-03
9.750667085638442533e-01,1.149315167874184317e-03
9.747538157266349979e-01,1.151432062537328591e-03
9.744414530394408525e-01,1.153442284656637853e-03
9.741296324531053541e-01,1.155349829803402166e-03
9.738183653038975374e-01,1.157158590201033807e-03
9.735076623229159676e-01,1.158872355996654275e-03
9.731975336453978498e-01,1.160494816521680976e-03
9.728879888199470916e-01,1.162029561542789451e-03
9.725790368176677747e-01,1.163480082502199673e-03
9.722706860412148044e-01,1.164849773747525389e-03
9.719629443337576280e-01,1.166141933752163793e-03
9.716558189878548024e-01,1.167359766324824752e-03
9.713493167542484041e-01,1.168506381809729594e-03
