0.000000000000000000e+00, 1.000000000000000000e+00
6.283813275007376969e-04, 9.999998025684341263e-01
1.256762406876856452e-03, 9.999992102738144428e-01
1.885142990003835662e-03, 9.999982231163749846e-01
2.513522828757349878e-03, 9.999968410965053289e-01
3.141901675013368013e-03, 9.999950642147512614e-01
3.770279280648251678e-03, 9.999928924718144430e-01
4.398655397538850376e-03, 9.999903258685524099e-01
5.027029777562604280e-03, 9.999873644059786848e-01
5.655402172597636182e-03, 9.999840080852624435e-01
6.283772334522855565e-03, 9.999802569077290704e-01
6.912140015218051423e-03, 9.999761108748598248e-01
7.540504966563993730e-03, 9.999715699882918418e-01
8.168866940442529728e-03, 9.999666342498180205e-01
8.797225688736684535e-03, 9.999613036613873573e-01
9.425580963330753084e-03, 9.999555782251048353e-01
1.005393251611040248e-02, 9.999494579432309793e-01
1.068228009896277260e-02, 9.999429428181826340e-01
1.131062346377657152e-02, 9.999360328525324082e-01
1.193896236244216570e-02, 9.999287280490085639e-01
1.256729654685169104e-02, 9.999210284104957935e-01
1.319562576889914476e-02, 9.999129339400342209e-01
1.382394978048048263e-02, 9.999044446408200670e-01
1.445226833349371950e-02, 9.998955605162054283e-01
1.508058117983901783e-02, 9.998862815696984985e-01
1.570888807141880561e-02, 9.998766078049629025e-01
1.633718876013785098e-02, 9.998665392258186957e-01
1.696548299790338193e-02, 9.998560758362414758e-01
1.759377053662516260e-02, 9.998452176403628266e-01
1.822205112821561127e-02, 9.998339646424703187e-01
1.885032452458988705e-02, 9.998223168470073974e-01
1.947859047766598364e-02, 9.998102742585731617e-01
2.010684873936484374e-02, 9.997978368819230299e-01
2.073509906161044233e-02, 9.997850047219678515e-01
2.136334119632988388e-02, 9.997717777837745734e-01
2.199157489545352367e-02, 9.997581560725662397e-01
2.261979991091502343e-02, 9.997441395937213260e-01
2.324801599465149346e-02, 9.997297283527745160e-01
2.387622289860356212e-02, 9.997149223554163688e-01
2.450442037471548332e-02, 9.996997216074930970e-01
2.513260817493523022e-02, 9.996841261150070101e-01
2.576078605121460627e-02, 9.996681358841160714e-01
2.638895375550932496e-02, 9.996517509211343411e-01
2.701711103977912781e-02, 9.996349712325315329e-01
2.764525765598784685e-02, 9.996177968249334578e-01
2.827339335610355373e-02, 9.996002277051216911e-01
2.890151789209861877e-02, 9.995822638800333504e-01
2.952963101594981155e-02, 9.995639053567619836e-01
3.015773247963842232e-02, 9.995451521425565700e-01
3.078582203515034185e-02, 9.995260042448220750e-01
3.141389943447615851e-02, 9.995064616711192285e-01
3.204196442961126934e-02, 9.994865244291648576e-01
3.267001677255595288e-02, 9.994661925268312208e-01
3.329805621531550797e-02, 9.994454659721467848e-01
3.392608250990029883e-02, 9.994243447732956698e-01
3.455409540832590082e-02, 9.994028289386178709e-01
3.518209466261318363e-02, 9.993809184766091480e-01
3.581008002478838076e-02, 9.993586133959211359e-01
3.643805124688322822e-02, 9.993359137053613450e-01
3.706600808093505478e-02, 9.993128194138930498e-01
3.769395027898685135e-02, 9.992893305306352891e-01
3.832187759308738201e-02, 9.992654470648629772e-01
3.894978977529132275e-02, 9.992411690260067925e-01
3.957768657765928233e-02, 9.992164964236531777e-01
4.020556775225798268e-02, 9.991914292675445619e-01
